,Firm name,NWP (£m)  - 2016YE,NWP (£m)  - 2017YE,NWP (£m)  - 2018YE,NWP (£m)  - 2019YE,NWP (£m)  - 2020YE,SCR (£m) - 2016YE,SCR (£m) - 2017YE,SCR (£m) - 2018YE,SCR (£m) - 2019YE,SCR (£m) - 2020YE,EoF for SCR (£m) - 2016YE,EoF for SCR (£m) - 2017YE,EoF for SCR (£m) - 2018YE,EoF for SCR (£m) - 2019YE,EoF for SCR (£m) - 2020YE,SCR coverage ratio - 2016YE,SCR coverage ratio - 2017YE,SCR coverage ratio - 2018YE,SCR coverage ratio - 2019YE,SCR coverage ratio - 2020YE,GWP (£m) - 2016YE,GWP (£m) - 2017YE,GWP (£m) - 2018YE,GWP (£m) - 2019YE,GWP (£m) - 2020YE,Total assets (£m) - 2016YE,Total assets (£m) - 2017YE,Total assets (£m) - 2018YE,Total assets (£m) - 2019YE,Total assets (£m) - 2020YE,Total liabilities (£m) - 2016YE,Total liabilities (£m) - 2017YE,Total liabilities (£m) - 2018YE,Total liabilities (£m) - 2019YE,Total liabilities (£m) - 2020YE,Excess of assets over liabilities (£m) [= equity] - 2016YE,Excess of assets over liabilities (£m) [= equity] - 2017YE,Excess of assets over liabilities (£m) [= equity] - 2018YE,Excess of assets over liabilities (£m) [= equity] - 2019YE,Excess of assets over liabilities (£m) [= equity] - 2020YE
75,Firm 75,17.52703562145706,9.665764059775578,27.897472149743486,13.805059383444407,3.0032489631077732,53.79666741840109,45.930343701724546,68.20089083354006,41.95941714810214,30.852142843212444,41.76556815624918,131.62727145460073,132.4100500027248,114.64449427869464,112.27816404293903,3.0062164506990734,2.2508980352203714,0.2902782258425012,5.423021904455203,4.294430069429115,44.41256492715876,42.395593828951306,12.035838193812575,14.347822457809675,24.8284166030223,295.520030694649,163.7954698055751,181.70009057450133,354.2496798431206,105.34412385700853,199.28871503472644,145.18613637790202,70.47247692891455,98.1429900096959,110.79112031841163,221.9646634265143,150.57063383753092,90.24991458312635,227.84242149945226,107.3622578094897
76,Firm 76,196.83857634517125,4143.6598567105175,4530.02364405494,2643.357969337781,1987.0911341835583,838.3955469962826,1143.6794744341648,482.54753223253465,1949.6467462498263,2278.6507584084675,372.5083927489927,1151.1588591819368,1448.8697012364753,1732.7014657756372,675.6408836317337,0.339664567783873,0.5295640512418741,2.360712913224572,0.48868773119304115,1.0778568251041691,2855.235113153942,2374.1115654424198,1631.9434052124961,2353.5946549847304,34.9023953037937,13801.113173269363,2847.2491353169803,1752.0234242690817,27852.37604201072,19484.542278103,7556.947322661987,25805.93775348631,6254.376469962788,6321.229081429701,16362.47324829477,1983.3367174532318,1594.3848802599591,504.03436360298736,1842.9031294436372,145.0505210578217
77,Firm 77,0.48820650494425233,0.09473849441509984,2.0396559944760937,0.2467816505583568,0.05928205751612989,17.065725975357186,13.457823372974675,9.904465838717906,1.2962332742188862,2.302101516525885,9.339928394889219,45.36385237485451,12.777910780157194,1.3125861831894663,7.99283708896057,4.236723176325196,3.977490417488868,1.9529772834822408,5.6256208623839585,1.3566022772450823,2.9877749760510675,1.2533372882775875,4.766187648948781,0.06466812760197442,0.46041951461435426,8.479435715224115,8.188662725107054,48.924792905432355,23.468741532434105,2.2299433762219465,6.300310605818746,1.9745734339157286,13.792330211475608,4.214696612137874,15.577132271945269,33.401875074728835,14.021679588706645,10.268375262206424,6.047071123648247,11.171277421756471
78,Firm 78,417.379905751969,396.39670085522204,323.0712704073014,506.36733973561206,27.625951979676277,90.53408142747628,140.39112694884005,60.496657919706756,121.46517346764314,168.79265228996738,214.30216503174822,567.7443307717441,487.39912948836354,13.885757113352883,19.809623842366136,0.4245158087289819,2.5292277090056237,0.8457834073558653,0.26493007831963655,1.2978482399346345,239.27246644160203,457.0089717688799,685.6051680257665,512.5580911870996,1.226554763773771,153.12517550643133,549.0078366780245,1473.741244578417,1166.3434999565388,1500.2648686505386,1401.1719314324419,96.1403317001467,1031.355549288454,918.0392182837287,1255.5206550106823,308.685233112527,75.41438099694294,176.93654304672253,370.14254727763233,137.64855753103234
79,Firm 79,764.9954700574526,0.0,0.0,0.0,0.0,446.19772706668203,0.0,0.0,0.0,0.0,806.7783874147387,0.0,0.0,0.0,0.0,1.2192928520693844,0.0,0.0,0.0,0.0,53.05667679192981,0.0,0.0,0.0,0.0,1082.7926879719046,0.0,0.0,0.0,0.0,961.750218170365,0.0,0.0,0.0,0.0,411.3098686074959,0.0,0.0,0.0,0.0
80,Firm 80,224.58792155328774,105.66788095884722,1744.4839913067046,924.9118318929447,3198.4502021970807,8.095825229279107,93.24371908417613,198.83010454554372,249.45732534238564,256.34457575203606,646.1854660289033,803.1815380895569,842.0293986553564,10.292322505727913,623.9567440729687,2.9100466635117748,2.635212450688208,0.23358492233247274,1.0906110785086809,3.2814815414744203,3133.3542713639613,2371.764741535014,2646.8544161262384,377.13302780768277,2321.457306926129,2790.8544412639217,1573.8933612584542,2193.9900665083715,633.4968765068023,1804.201153990595,1081.0175638471908,1968.5525950702854,229.41199994752333,1818.7715763001563,852.5488585587487,45.218873409123745,463.4904146117307,435.98985581274974,252.26284345325348,258.6161424740929
81,Firm 81,0.06455988598048983,0.17509771755552866,0.18559286548750298,0.022646241173737272,0.13317492708033757,1.0777921739348457,1.313849093789816,1.202293100641632,0.5530114612341517,1.657933626616908,2.630577947233196,2.165241569127199,4.56895527410724,6.305934479645549,4.714081903426444,0.994732158327276,6.592021408115653,6.788578117876264,1.688592776034235,5.143149299600217,1.135210468717205,0.12383508225741668,0.10233439338281396,0.1905941531203842,0.06952947751556714,3.3274661728425023,5.943109194305768,0.9633666458830383,1.8822868062249987,4.268400183484583,-0.04197315800817998,-0.3797553113404563,-0.19525745224819957,-0.05431135710478791,0.29489065378764023,3.7387983268632157,0.7304506954269531,4.226931082696838,0.6675270499527208,4.597363662434358
82,Firm 82,178.43766454130244,93.34929760808035,563.0915668139095,734.7031776010612,386.28193573236695,481.79093926130713,330.3129528978554,232.53966630186457,163.76514526575613,100.52603645168587,343.00266981831544,967.5377153166066,374.8294358640802,697.36387443658,61.524724545606,1.3435962701934232,2.4256826302177203,1.3568468257830593,3.3258577263987985,2.3946015227106088,379.073904827972,583.0357713161325,25.91181534909393,785.6549733704156,433.74658335380366,763.0567062341709,2319.9709651108756,227.41878583146953,910.3289075317416,468.62525056971634,1153.1695572423166,711.1910697400866,631.1022815449141,54.39333420491348,29.929413065960677,109.22781939599972,652.0757225270316,353.97595669682937,680.6784536599831,923.2268931591001
83,Firm 83,0.0,0.0,0.0,0.0,0.0,34.51868729788139,17.922178819574714,16.49927118564842,22.054154270533992,21.077577316190204,6.987622227826888,14.424060777558436,9.10928216042005,2.221729163426544,13.322215739925605,0.5113428802220333,0.02835289082716618,0.5461274469190626,0.14376091959460946,0.7641606531238826,0.0,0.0,0.0,0.0,0.0,23.867005094261053,17.657145156555217,38.61440761463135,0.4450101784802657,28.168379403149068,0.025860205855177048,0.01733266414432698,0.0004666469931623913,0.021282601431881,0.0285091654160959,10.748962243176841,6.883438586585675,2.402378421809595,8.661800295650183,5.019369854507606
84,Firm 84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19306610898465731,0.0,0.0,0.0,0.0,2.786565539194228,0.0,0.0,0.0,0.0,0.7842100532634814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6597780658423336,0.0,0.0,0.0,0.0,4.206222773906987,0.0,0.0,0.0,0.0,1.6909166344061033,0.0
85,Firm 85,0.0,0.0,0.0,0.0,0.0,19.779406865227532,24.80633224819095,11.735565446155958,23.608700084877675,3.4777944772176723,34.21753318279147,21.00676351884695,13.968301526805678,20.934035852494603,16.44319799068269,0.11347960131866643,1.7299959431976675,1.5753619349737187,0.8151974738993559,0.13861100167989004,0.0,0.0,0.0,0.0,0.0,30.515689221005996,15.735589600053654,13.713392257236281,0.21104825312290815,45.164921146532706,5.948159362403097,15.759270982240144,13.310954863228948,17.509328019759213,16.197984742717097,35.53286821065956,9.85851263456512,9.025145711885147,8.517357368887055,25.231708060555054
86,Firm 86,42.30634592045808,5.376933473369941,3.902015445606034,21.356088966130496,8.796946780617343,54.97352278420594,15.106359677502656,18.086718735220114,1.42909946256522,30.661811953161887,61.87261754199487,40.44488085342366,13.566650258881971,66.21231234805327,24.70973052517583,0.47703653436083016,0.030798468716017796,0.4045027627754589,0.24772219978026427,1.9148580470695635,3.5893134536549094,192.0295070381868,195.13959394078617,34.39068384677222,43.911322124441774,371.13565584499906,132.46932237526622,100.55425015251623,296.27688235992474,137.07429621266206,352.4216253372551,477.2842497536662,474.0915012850966,77.19845277308066,83.3945880026333,22.271221332301877,36.108993499606484,19.16783011272729,30.682159915368985,44.71919018408945
87,Firm 87,482.70317306178913,701.4917413090924,672.9683480271834,695.1887818652763,75.39069654842827,28.620277549683674,74.31828067389822,115.17492358293671,136.83925551609994,78.8083678251393,173.59664390140597,174.9792829278147,101.20994843773676,149.78844980796993,92.65125303562348,2.3006501594809396,2.5990903413656925,1.490807958621772,1.086897325251794,2.3589262994786493,2.3533237227491304,132.01350878768307,366.4209623478758,200.9213706298796,229.89541135503305,64.96930622940678,317.83897885745057,261.11610501469823,179.05906097009748,356.00312669601226,39.33906457545217,107.64008038200085,71.03779873459018,12.937935619961905,128.85395474262535,29.18465167678126,151.0414317800071,67.00396456738827,82.7580782871656,230.33832301363094
88,Firm 88,4.282608309613047,0.10146757450584529,2.5848325904010623,5.818123443926216,1.5846260421699763,18.082786589884517,4.757423355057359,13.75558356341744,7.513940653360503,7.626344656402414,11.484605564596176,8.455013114619256,13.397492463186223,5.445949058758099,0.06902233151995278,1.4484310452804117,0.6637652021951755,0.927526165521831,2.2776374658998972,0.569114393748211,6.035504768241227,2.2123630580030853,6.055060966358344,4.918092637752009,4.543592727208087,33.47484926343426,32.09009628984133,45.02614889449503,12.706201744753814,1.7313489340769743,19.174940557511665,15.175649582200093,17.814298219116182,19.33562443464929,12.446034411019415,16.098857379222075,19.277795374823597,6.293771800578127,15.144773298154375,12.808502814276494
89,Firm 89,0.0,52.14278576127951,399.60995492772986,676.0107929575755,481.646137364583,216.65525350051624,94.66261276396632,44.13068008778893,147.75067407054246,54.988794381846425,979.0812201470031,8.434368139041567,725.7614239657154,413.4844515484352,725.4663974562848,4.3679554171939685,4.090102039436825,0.7822953871143974,2.770167405839498,1.960817822876924,0.0,513.9211832161577,217.34274357874642,296.0272944956541,107.85228096875512,1264.189202319744,1402.6079179105598,5335.998526924137,399.07730714109226,4594.024389251457,7935.839108806361,5830.257932629678,4333.531437626717,6731.484345228306,9324.397986325293,33.036127594491354,1032.5316957737662,874.3265732807347,1159.5397205002782,758.3689297015374
90,Firm 90,0.0,0.0,0.0,0.00534264162997885,0.0036401624658191018,0.0,0.0,0.0,71.88228049935653,35.77322476362354,0.0,0.0,0.0,96.40320249371014,127.88350397591547,0.0,0.0,0.0,1.9198731953675987,2.1820633052680893,0.0,0.0,0.0,0.008010596507443178,0.0011698168056041586,0.0,0.0,0.0,339.9325857172279,22.067801855450245,0.0,0.0,0.0,13.065562730896348,78.36841887089345,0.0,0.0,0.0,180.83662520467692,102.80189210676231
91,Firm 91,803.2825533058534,677.8732020785703,94.69266246163814,0.0,0.0,132.3547705308949,940.2314240339549,161.30592685644555,0.0,0.0,1190.7587428180432,1251.0116306221569,244.63080112586957,0.0,0.0,0.7440326955678352,1.8512863549671037,0.5768987887278281,0.0,0.0,296.99040237562866,3386.5373841024466,3929.9897849102053,0.0,0.0,4052.8419601644496,2235.006618807601,8303.832780727571,0.0,0.0,5999.894093694099,4229.004341454401,8766.126375069674,0.0,0.0,618.74211508752,553.7749634961697,235.94663923844675,0.0,0.0
92,Firm 92,0.0,314.7535683554328,502.65408683950363,367.98230388584585,475.64508957890314,58.98233607592607,20.309333294258337,77.77642576586236,73.99868262914241,115.02504231403248,48.57556015088319,133.67902960275126,185.06982143849677,176.40182077402972,49.98995437579513,4.039103649043762,0.543777995043124,0.3997227616028403,1.4014988146801022,0.07341849862588873,0.0,77.89856995194285,38.03491545878872,390.8912606624541,487.98580422945724,231.80541812444926,118.85617897023305,393.9442813879206,139.18301696256765,50.63195695826387,18.295326396176332,105.30258051136985,29.50736962854737,45.14640538404519,71.04570893428681,90.76918392942127,141.43138580047327,32.35213711798972,8.89935644144601,79.98584838752036
93,Firm 93,13.847030708949443,-1.2844779314350834,-0.026005680419731694,0.19425099686825734,1.2304753472864904,21.57749796798356,55.611519520169104,29.173785400574957,4.138994444091423,33.00386528297122,76.41412857378495,63.61070292610133,70.77242001449933,65.49718301755306,1.2115127422663543,2.425589240905854,4.170374300014409,1.9417150964688132,1.0186305647958056,5.606870458028116,107.30608798833121,0.8098598138226435,0.08371673144037697,1.0843249343205192,0.7539791010421502,278.0887658519463,282.14977460021163,54.673169110724594,204.9413899831719,184.40023049441075,25.0944008535216,168.93282171946828,174.61845028882385,91.81074102345954,12.733462147823426,140.24479686826774,66.40615230193234,29.185970243166818,35.999024719063,52.726004222221746
94,Firm 94,0.0,0.0,0.0,0.0,0.0,0.010670169369048757,0.6205160672830977,1.0112884447296102,1.306945758683773,1.5147949139353745,0.4510838226332201,0.0864906894977158,3.9122622463409105,5.05722572761565,4.447144858874855,10.887016510739464,4.753354263641312,16.635067161105617,5.495305998293603,15.792977470050602,0.0,0.0,0.0,0.0,0.0,17.92835360777134,16.739007103642322,12.109089131706899,14.185471783841326,17.69897948305579,0.8321205139827251,0.9082691236939561,0.4538226280949254,0.30317353568292854,0.3600827779148099,15.801785736075026,22.993695092126416,12.604516151225674,18.793318820816985,5.280394067693132
95,Firm 95,0.0,0.02210010450732011,0.0037703003275164756,0.0,0.0,1.083506816417122,0.9200829752356877,0.6730026640856737,0.0,0.0,45.83669331698298,28.525587290250076,17.21355290312403,0.0,0.0,4.4478539391623135,5.773123047528238,20.392243225798314,0.0,0.0,0.0,0.016970721950306765,0.017497890140889164,0.0,0.0,31.076019900832055,10.431381272339129,50.566185869995095,0.0,0.0,1.1630802237020736,0.477049128694832,0.052536463812405496,0.0,0.0,39.0060979520945,28.79429295956668,33.04451819954742,0.0,0.0
96,Firm 96,-0.019007792445350828,0.003815215504408879,0.0,0.0,0.0,10.369716984864445,33.59330344324811,0.0,0.0,0.0,52.95398511661844,16.392964796309446,0.0,0.0,0.0,1.7604917023666091,2.583900190992444,0.0,0.0,0.0,-0.014083402896836524,0.0038468083887468253,0.0,0.0,0.0,196.0549844358226,19.09288352858059,0.0,0.0,0.0,21.910187543592752,1.431126237070936,0.0,0.0,0.0,118.18116998820122,136.13928229547466,0.0,0.0,0.0
97,Firm 97,8.738470069869697,6.659647408280932,8.899937856672384,3.4213854796382157,3.2553631486115404,26.025477868769787,29.49440971999427,26.82696313116209,17.100169088465204,15.641886609787894,2.536681311680995,57.559418913154005,18.740307429113233,51.268823877030954,53.10028193584127,1.0315239652923152,1.560690834109411,5.315673079687424,2.152472568559396,0.032231155348005386,1.5599622341266788,11.129962781123064,14.734839337459505,9.374586628200815,0.7131960683945987,37.26813189174167,52.635944839192234,83.78378896262328,64.03193813417553,130.7942597273871,2.2092037611903432,74.04301360439722,47.10235720175489,56.39541331129261,49.36742522911233,37.24201935118429,79.26172296941088,41.60674716281064,82.37894376853707,30.446046658585857
98,Firm 98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.950606073724962,2.175795783508712,0.0,0.0,0.0,26.436104366216433,0.3988929672477008,0.0,0.0,0.0,6.806181556829171,9.588759653802764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.346612556905093,11.73679235556598,0.0,0.0,0.0,0.77332828127948,0.5208739786082671,0.0,0.0,0.0,0.6500739705439998,11.931532333643077
99,Firm 99,281.4023331297633,120.76012120703831,308.35252833443815,112.0299323886793,142.50509822633487,121.88160333563084,150.8998385215083,220.6094274944384,413.88116437775585,449.43288135041036,546.5427951775995,49.70070847229143,624.276669432044,422.59844261481567,74.9484039884179,2.14280841511267,1.2119511252049624,0.7536688256389037,0.2059566161818411,2.5032709368934922,178.69984960491632,557.7123422051792,421.3352718537457,932.9189849601803,465.68545794539676,652.0792711786393,1244.2590650772574,1825.2527641557892,1007.8416808746504,1340.9341532677224,351.40442857997147,616.9680288596041,239.03084881955616,1119.7350998157006,1483.8902681495192,64.29287658417498,480.42648527032367,634.1503574231705,37.81370380748832,245.3219910321523
100,Firm 100,22.372518161377272,16.45042009697727,5.194659279985771,49.257907784642285,55.76564041962678,34.14261841088189,9.900710674147005,43.045766955791876,12.30244962228142,70.57782428547003,8.532401988628886,24.312494388323284,78.64791733382513,17.05681180596184,65.98095771847278,2.2208274417430176,2.296812122616944,0.8189945430309409,0.9063138023791818,0.2050005707376356,12.567195955164566,31.029872268166887,46.98712573826516,4.316458136285042,29.951860618250194,482.5686805292245,185.13002979701244,469.6715048439005,406.0109179212507,9.14983492786752,40.392517144477914,33.360368793825515,75.77735603904091,11.924352199313937,134.55295259502475,97.44331933389226,144.28525371088128,132.55979517916202,236.22433379972642,71.11477910564523
101,Firm 101,7932.403099963337,3304.202644534471,2397.4541181589916,4804.131318185978,0.0,438.92924835634153,7521.082011459095,7134.264915951812,3369.6133716157974,0.0,2948.272033381276,13609.701870514558,14032.986333610925,3133.622320303491,0.0,1.9929297369437822,1.4076342352779134,0.13614022409986756,1.875702546445075,0.0,12011.61972033483,12883.16956527509,3854.215480799787,4418.4829521469555,0.0,172242.6460934764,42380.32687718712,176031.6640914181,14345.263861441086,0.0,161113.14052382438,139711.90901296554,184356.29778962195,187041.54179065287,0.0,3640.4443469113307,13153.099555283447,11049.082724533228,10807.461906664816,0.0
102,Firm 102,0.0,0.0,0.0,0.0,0.0,0.0,0.6652722423493189,0.0,0.0,0.0,0.0,3.751716619130753,0.0,0.0,0.0,0.0,13.673022627610159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1723597364547884,0.0,0.0,0.0,0.0,0.03633687034017276,0.0,0.0,0.0,0.0,11.726382020377716,0.0,0.0,0.0
103,Firm 103,0.0,0.0,0.0,0.0,0.0,1.0056239556738544,1.631688222557971,1.1231713722787808,0.5374486111964296,0.37501481718042623,65.58673857030517,29.0497897001668,18.474242176739192,54.30340555936274,7.256786597032225,44.41230139403979,11.532295726703369,2.595550709217078,66.24189928883077,10.240305871641517,0.0,0.0,0.0,0.0,0.0,78.67259130625462,69.85665235286555,64.46983874086176,5.484526696097802,29.484615338279703,0.6528796879781706,15.367462701882719,0.6099225836724589,15.918701641661036,2.29105829095239,15.170286924576219,54.73310208621314,47.91644779877402,22.213709982255292,0.46830148569053576
104,Firm 104,12.743262622373793,63.765439411005985,18870.46461242304,1697.6196489579918,6174.582162168235,2.618417222514864,0.00974681403340689,3.089429094370445,12.813155253693095,3.682383526730648,32.27768058048764,16.92472038234349,53.75460263897195,50.84454210715088,30.990389523048556,19.0161208002903,11.014060008213324,5.625303182051689,4.7373011368974955,2.2401609633777917,546.9768872753936,561.6734550820423,15841.841020392627,1852.2337645264097,5256.831640034237,3901.2592665282277,12133.981830449426,3824.1028900627516,1234.9639203948766,5368.977021261355,3697.0431833191005,2236.6170952719654,13256.678504915135,4106.2111627516915,29518.36974599263,46.73722765703594,6.6544562380651415,43.15854819692338,19.370445346772886,60.00092661268924
105,Firm 105,41465.11034251239,18539.933748331474,-11.983526351438536,21335.956931308487,2612.5534727947547,18258.886129437753,17563.273844166244,4194.659089706481,16716.945094600098,18335.57195040073,965.5462772649486,28229.02928547636,15399.77980480392,479.8619763400488,17153.67632609179,2.4544130324816207,0.3908208413720396,2.158238981714257,2.2916988780947025,1.171555323175844,29995.224154702075,362.6870167073233,11934.118360710367,18504.741252277956,5857.037438484294,167831.8176017927,330417.5171515458,50705.87293296307,169654.93295713852,105212.73192207728,211056.0025844378,78969.86705302178,281756.58335548604,207902.75811260304,175127.63072875317,24780.59717720654,26705.042052989247,12254.767689066884,25698.092464393423,14418.773140874968
106,Firm 106,127.69550363441421,174.04678525599527,208.0105138235878,73.75529196486264,0.0,210.37765084566962,11.30004408235041,234.53862858095061,100.47504656443645,0.0,155.7806047444565,363.65455815587535,14.714366293866286,76.30481415497633,0.0,0.7147126950299492,0.9292052547687902,1.5080106055336793,2.0695809291460985,0.0,117.99910409377016,65.18850151295617,265.45435164129054,137.27754991954112,0.0,4065.139372295407,116.58011396807066,1836.9680921728302,2345.565669328856,0.0,3868.4483792955893,3682.3635176289017,1516.978945549884,3653.6069418724824,0.0,0.6074199035443688,182.7254469965954,260.2948513528063,246.58388345592468,0.0
107,Firm 107,4240.167741800196,279.9844891276378,3969.0844440135475,1213.2564923041948,2626.46521895736,1430.846690760562,2461.8598094555314,134.10112164754602,2123.074931682259,974.4177228310929,2716.819045907278,1766.096729834916,1443.3521677118217,3503.788663590817,2390.2089040889255,0.07883928499353379,0.4572394250908648,1.32743109258013,1.6082509689695155,2.71977077637249,3523.3276417231236,5981.029359013771,627.0283676595251,5989.985194690473,954.7736668168894,2278.730922239236,8101.559933399181,10742.292934484818,13522.846534615619,2892.5248417301254,11193.55078783245,3899.9148445492665,2959.6192989827323,5504.7547298261925,6273.189753300106,2317.3604240414506,2609.055621866756,2465.928164110258,3278.546226428004,2330.308050929041
108,Firm 108,0.0,0.0,0.0,0.0,0.0,0.2658586698223057,1.4094192063269924,0.4550692645310387,1.0497901595125465,0.9265489934161021,1.4821615363772782,15.553118238295998,5.380604167496102,12.982776321015114,7.901164090263524,1.9482024066530415,3.5964001608413385,8.984298971222312,6.162488424855666,10.503999006914981,0.0,0.0,0.0,0.0,0.0,0.832712900471489,12.44512167029533,7.270441696958369,13.944030137028864,30.00489806496859,19.711187139573056,15.96329650639843,9.765182991183496,16.774427832155435,10.11408706867763,7.162784190179812,2.5764843937742192,11.839095560322082,4.66064792116838,1.8373709372952183
109,Firm 109,0.0,0.0,0.0,0.0,0.0,25.82207239877109,8.073924100316377,33.38429367920447,150.89840940719205,135.5773163322597,-130.31990696288466,-108.0066523448782,-82.47872995308262,-31.395256411284638,-150.31240237104853,-1.1357172766447252,-0.9778045813785722,-0.17012888514563654,-1.1937096480360627,-0.7202929057414018,0.0,0.0,0.0,0.0,0.0,514.4364478306031,222.86652413960908,461.5893629326784,222.8141776940208,529.8815648973216,611.6870271969975,380.10105283369046,433.9909592728528,292.10567635756934,669.0476451558061,-45.015019217159384,-17.121020521485466,-51.17078481404979,-62.224787728889005,-118.10142865081235
110,Firm 110,-1.8585515022283636,-2.190734141358824,0.0,0.0,0.0,130.15519370470736,65.14919080982467,0.0,0.0,0.0,75.03968399551829,113.86057183067999,0.0,0.0,0.0,1.6257293554912964,0.5106208968062711,0.0,0.0,0.0,0.7878791177433369,6.805013302222136,0.0,0.0,0.0,3378.8865352862404,2383.8564221156403,0.0,0.0,0.0,1341.5878666806748,2974.7406462197414,0.0,0.0,0.0,37.515824229579366,71.47429105321818,0.0,0.0,0.0
111,Firm 111,4.7771603760353,11.807483428110997,11.57421340324139,0.0,0.0,39.1635401603002,49.15148307543466,42.036837020468184,0.0,0.0,82.22497707869931,66.39697911286845,135.02551453218152,0.0,0.0,2.082426830950478,3.5563151391246715,3.0885354442135284,0.0,0.0,125.88847739008378,16.307172388342032,3.7881608157451887,0.0,0.0,153.6172118472789,494.104573711755,404.6948886371086,0.0,0.0,285.037849351865,134.55303129542588,276.92668987506323,0.0,0.0,235.23672824869018,134.87064434526002,152.69262083107526,0.0,0.0
113,Firm 113,0.0,197.68785077752304,200.1574642438359,155.1320658909893,143.32502202666421,105.00770156629844,170.1103844833573,99.9158674670077,100.1582509313337,187.67233984276518,162.80030621214476,1.9984459351273336,16.33733911913316,64.60539072024895,121.89303049688579,0.467585916766098,1.407742476897751,0.8692075110563198,1.7184270851051624,1.181418027247044,0.0,116.69460572683973,91.76710069999095,237.42162305472849,118.44520009107715,67.38884716749577,301.4764714475699,0.5797401548516777,470.8193740397681,66.62777671954753,167.46154210459918,34.56952182648163,200.60728731085888,355.10588342753016,392.86767408529465,126.1639365104243,210.42447610325382,175.70370395501237,177.86834094938223,204.35537705062504
114,Firm 114,2.8940335632422,42.37636397495771,100.75987262004963,118.88046018668052,255.90675501454342,73.60934322650559,4.539125365856539,18.807029250251578,40.99717691550605,0.4999490326006974,110.2806613402437,4.271265858578026,47.19386240559783,11.561825925198848,55.64100135591937,1.6935951635977295,2.6206611763880563,2.118785943957443,0.4917182869626784,2.046055297433873,3.3292185444829423,115.94380220294696,153.22122327444293,311.38831716636975,112.25405953325871,2144.714609266185,1021.1897197770555,2358.096029445,631.0311885077161,3258.9788327057668,4241.424514436033,1928.030326790034,4678.959721251545,3379.9435587536655,1659.915099336809,95.70578104009977,46.96170122999757,101.6285807089117,5.766206277896336,73.09174854385377
115,Firm 115,105.00945901619136,349.19022272222486,397.3675573835767,167.1823360473975,326.27263058362774,49.13779251724827,3.468615835184073,20.23841011675678,61.7158797706374,102.66173030699963,53.12123020130052,14.491300593607159,7.014092300543255,18.982283377477103,4.3551185144023625,2.800381866383557,0.005623098557576056,1.7223090043873204,1.5126809085976394,4.413961191603967,153.90639445690957,315.7015250127821,364.9825478488516,60.034483139498946,19.177493792379103,83.82898832078426,172.34923065158898,104.12162580761708,330.64943180853163,431.0741560021339,78.45006228308492,122.79837803090886,254.21036361634992,95.87419667032938,167.14039110560128,94.20345328393749,149.01807225908146,160.70571674780768,73.2493433164686,46.637150515067944
117,Firm 117,0.00365528847700327,0.00011288568101287515,0.0,0.0,0.0,1.3425754935594674,0.01695796617413991,11.187532624448584,0.0,0.0,2.5705090327675126,3.8186053348811284,57.71981344087199,0.0,0.0,3.892330017406571,15.45110657046947,3.4771780706096984,0.0,0.0,0.003194561382391536,0.00022273277108745347,0.0,0.0,0.0,2.599441310287013,0.7434637810076499,103.10431305649799,0.0,0.0,0.7210788122622096,0.014941735119728938,55.94869237498825,0.0,0.0,4.1491968136213595,4.551567914666529,26.95968513190352,0.0,0.0
118,Firm 118,1.6708428667154742,1.2923297383979828,4.489600193795028,5.420043096743354,0.22272194876537635,6.275660520696911,1.2755938526909267,8.101528742332087,1.71503026600465,5.825751407131619,12.409760713382092,12.433764105071177,1.3231899520228978,10.759838816496892,12.06815769322326,2.2712425132774294,2.3021596751382605,0.7956789435484339,2.721139329584407,0.16818908103241004,4.076366820055923,2.233325862544051,9.36767137523616,0.563204997477875,1.5426423154153375,180.93207463545522,111.45620620510218,31.21338700432124,62.59895873439039,93.8215118828288,29.090989161820602,119.36838019193435,178.66204126272376,187.23726098175368,186.60096811939073,10.974283933341196,1.1724575621631879,6.501187766909888,8.194703693344502,0.16067970664156478
120,Firm 120,534.8406522577102,2406.7791463173667,6902.885912562217,4542.235555134746,687.5913366300434,1670.7735016751749,767.5855172201216,237.7084833528912,1477.826751225746,1317.188288320373,3435.4106144159236,2915.8280305271846,1519.0565779825824,2871.963167167839,2219.642679111791,0.037248833785092715,0.7093112721161468,1.3963420103859683,1.3441018054013705,0.9450309591109708,1263.0853567825006,5740.063816262242,3032.3286694143003,4823.981169419413,131.68253618965335,96554.36105527155,95640.77596279644,83341.82656619669,5905.203157975556,6402.829293257317,75717.3920467698,78126.50762880644,59619.09601621187,37205.59681514348,8037.476539284391,1448.039814960404,466.83909459653313,803.5860486255131,2982.180352395856,1369.723293071849
